,id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Churn
1630,108475,15618581,Diribe,810,France,Male,32.0,2,0.0,2,0.0,1.0,77965.44,0
1631,126316,15691703,Tsao,628,France,Female,32.0,8,0.0,2,0.0,1.0,156774.75,0
1632,127351,15794870,Quinones,558,France,Female,41.0,6,0.0,2,1.0,0.0,13066.3,0
1633,109982,15582934,Udokamma,589,France,Female,33.0,1,0.0,1,1.0,0.0,102645.49,0
1634,121728,15709199,Burson,557,Spain,Female,38.0,1,0.0,1,1.0,1.0,123427.98,0
1635,74501,15761148,Chia,543,Germany,Male,44.0,5,115409.19,2,1.0,1.0,118973.34,0
1636,71124,15753332,McDonald,524,Germany,Female,48.0,6,179852.26,2,1.0,0.0,193580.32,0
1637,105821,15756535,Tuan,684,France,Male,35.0,8,0.0,2,1.0,1.0,28157.34,0
1638,78463,15648702,Kao,775,Germany,Female,29.0,7,150725.53,2,1.0,1.0,26136.13,0
1639,105314,15671293,Holden,683,France,Female,39.0,2,0.0,2,0.0,0.0,10023.15,0
1640,16278,15732299,Lombardi,590,France,Male,27.0,5,0.0,1,1.0,1.0,88852.45,0
1641,135016,15803415,Yermakova,750,France,Female,55.0,7,0.0,1,0.0,0.0,151349.35,1
1642,138741,15781689,Macadam,629,Spain,Male,31.0,5,0.0,2,1.0,0.0,93881.75,0
1643,52259,15579112,Gibson,582,France,Male,47.0,2,0.0,1,1.0,1.0,186116.54,0
1644,50832,15693817,Hsia,596,France,Female,49.0,9,0.0,1,1.0,1.0,170829.87,1
1645,160236,15581871,Chineze,662,France,Female,35.0,9,134798.94,1,1.0,1.0,199249.29,0
1646,106487,15711571,Macleod,627,France,Male,31.0,1,113881.95,1,1.0,0.0,172601.62,0
1647,156362,15593499,Tsai,596,Spain,Male,32.0,9,0.0,2,0.0,1.0,187776.49,0
1648,110200,15707913,O'Connor,745,France,Male,46.0,4,0.0,3,1.0,0.0,164723.04,1
1649,121826,15623346,Onyemauchechukwu,758,Germany,Male,31.0,2,142072.02,2,1.0,1.0,65675.47,0
1650,130778,15652955,Price,635,France,Male,29.0,0,81684.97,1,1.0,0.0,824.0,0
1651,159684,15664539,Bruce,619,Spain,Female,35.0,9,62482.95,2,1.0,0.0,82951.12,0
1652,131277,15621870,Hawkins,739,Spain,Female,40.0,8,0.0,2,1.0,0.0,167030.51,0
1653,105231,15691723,Hsueh,556,Spain,Male,35.0,3,0.0,2,1.0,0.0,96498.14,0
1654,68820,15755868,Ch'ien,633,France,Male,32.0,3,0.0,2,1.0,1.0,143.34,0
1655,34322,15697460,Yeh,676,France,Male,31.0,10,96032.22,1,1.0,1.0,75825.57,0
1656,119638,15603465,Dunn,611,Germany,Female,67.0,1,155447.65,2,1.0,1.0,51871.95,0
1657,9138,15634792,Weston,516,France,Male,40.0,9,0.0,2,0.0,1.0,2797.27,0
1658,26413,15658929,T'ien,653,France,Male,42.0,6,123785.24,1,1.0,0.0,91094.46,0
1659,57952,15607330,Barnhill,693,France,Male,40.0,4,0.0,1,1.0,0.0,101918.96,0
1660,59251,15747358,Shih,758,Spain,Female,36.0,3,0.0,1,1.0,0.0,134735.24,0
1661,21493,15740356,Chikwendu,594,Germany,Male,35.0,1,71996.29,1,1.0,1.0,106837.06,0
1662,16208,15591244,Chinedum,703,Germany,Male,43.0,8,114443.39,2,0.0,0.0,12096.72,0
1663,97798,15694404,Nnaife,593,France,Female,50.0,9,0.0,1,1.0,1.0,186489.91,1
1664,109455,15760662,Fan,833,Germany,Female,45.0,4,161588.72,1,1.0,0.0,51354.41,1
1665,163377,15733661,Illingworth,670,Spain,Male,27.0,8,0.0,2,0.0,1.0,61761.77,0
1666,157433,15682263,Trevisano,727,Spain,Male,39.0,5,0.0,2,1.0,1.0,676.47,0
1667,10843,15595874,Paramor,775,Germany,Female,49.0,8,119688.81,1,1.0,0.0,142783.98,1
1668,16163,15583394,K'ung,667,France,Male,44.0,4,0.0,2,1.0,1.0,96985.58,0
1669,149504,15701160,Tung,687,France,Male,34.0,8,0.0,2,0.0,1.0,162763.64,0
1670,113639,15753861,Ballard,639,France,Female,60.0,3,0.0,1,1.0,0.0,58814.41,1
1671,14788,15643671,Hs?,588,Spain,Male,31.0,1,96659.64,1,1.0,0.0,1539.21,0
1672,56760,15693764,Ojiofor,682,France,Male,40.0,6,0.0,2,0.0,0.0,147963.25,0
1673,64274,15734491,Lombardo,676,Spain,Female,42.0,2,0.0,2,1.0,1.0,3173.31,0
1674,54764,15759436,Gardiner,649,France,Male,32.0,2,91956.49,1,1.0,1.0,59905.29,0
1675,103624,15678717,Manna,611,France,Male,43.0,8,0.0,2,1.0,1.0,163692.09,0
1676,37683,15803415,O'Sullivan,588,France,Female,34.0,9,0.0,1,1.0,0.0,86722.42,0
1677,81363,15692991,Aitken,634,Germany,Male,38.0,3,154640.41,1,1.0,0.0,149614.17,0
1678,134260,15783542,Chinweike,737,France,Male,52.0,3,92885.32,2,1.0,1.0,73479.91,0
1679,33076,15736271,Mazzanti,721,Spain,Male,31.0,0,163588.22,1,1.0,1.0,153394.38,0
1680,52507,15809823,Nnachetam,709,France,Male,31.0,10,0.0,1,0.0,0.0,157903.6,0
1681,108773,15594917,Nwachukwu,649,France,Male,38.0,5,0.0,2,0.0,1.0,100940.91,0
1682,83393,15793846,Hsia,594,France,Male,51.0,1,0.0,1,1.0,0.0,149991.82,1
1683,84786,15758510,Nwabugwu,553,France,Female,32.0,2,92566.53,1,1.0,1.0,57817.84,0
1684,157819,15653065,Nwabugwu,530,Spain,Female,32.0,8,0.0,2,0.0,0.0,104170.48,0
1685,72729,15802466,Goliwe,704,Spain,Female,45.0,2,0.0,2,1.0,0.0,189428.75,0
1686,138224,15750055,Onio,503,France,Male,32.0,9,100262.88,2,1.0,1.0,157921.25,0
1687,51578,15791958,Mazzi,849,Germany,Male,41.0,6,85982.07,1,1.0,1.0,169203.51,0
1688,9211,15643394,L?,679,Germany,Male,33.0,6,118560.06,1,1.0,1.0,126555.8,0
1689,136939,15702534,Macnamara,751,France,Female,32.0,2,178085.74,1,0.0,1.0,59887.15,0
1690,37789,15782390,T'ien,733,France,Male,36.0,7,0.0,2,1.0,1.0,93360.35,0
1691,37244,15594577,De Luca,710,France,Male,31.0,8,0.0,2,1.0,1.0,192751.18,0
1692,101178,15747358,Folliero,668,Germany,Male,38.0,8,107521.22,1,1.0,1.0,84496.82,0
1693,128158,15750769,Hsiao,773,Germany,Male,37.0,3,128993.57,1,0.0,0.0,173871.81,0
1694,30259,15718247,Obidimkpa,587,France,Male,36.0,2,0.0,2,1.0,0.0,115333.37,0
1695,51636,15669169,Hsueh,608,Spain,Male,37.0,8,157691.98,1,1.0,0.0,133600.89,0
1696,105748,15772933,Mai,529,Spain,Male,31.0,8,0.0,1,1.0,1.0,141677.33,0
1697,66162,15737489,Ramsbotham,583,Spain,Female,40.0,8,0.0,2,1.0,0.0,114093.73,0
1698,106818,15689612,Chiagoziem,508,France,Female,37.0,3,0.0,2,1.0,1.0,181493.87,0
1699,13545,15737194,Onwumelu,525,France,Female,45.0,3,0.0,1,1.0,1.0,64531.9,1
1700,112507,15692583,Cremonesi,651,France,Female,35.0,2,0.0,2,1.0,1.0,152856.82,0
1701,100869,15612207,Hill,731,Spain,Male,33.0,4,0.0,1,0.0,1.0,36697.48,0
1702,48372,15586524,Onyekachukwu,481,Germany,Female,37.0,2,115680.81,1,1.0,0.0,137076.75,1
1703,91264,15779904,Onwumelu,829,France,Male,26.0,3,0.0,2,0.0,1.0,93718.41,0
1704,61662,15779862,T'ao,663,France,Male,36.0,3,0.0,2,1.0,1.0,146191.82,0
1705,138911,15665521,Onio,735,France,Female,28.0,8,0.0,2,1.0,1.0,74580.8,0
1706,63415,15621629,Dufresne,663,Spain,Male,38.0,8,0.0,1,1.0,0.0,138037.07,0
1707,31512,15779744,Palermo,724,France,Female,28.0,2,0.0,2,1.0,1.0,136902.01,0
1708,76851,15741643,Rowley,777,Spain,Male,45.0,0,0.0,1,1.0,1.0,123509.01,0
1709,78055,15722083,Ch'ang,591,Spain,Male,35.0,7,0.0,1,0.0,0.0,42392.24,0
1710,112619,15703482,Scott,548,Germany,Female,33.0,3,129965.18,1,0.0,1.0,193793.78,0
1711,39179,15672082,P'eng,553,France,Male,31.0,2,0.0,2,1.0,1.0,103710.89,0
1712,123487,15662955,Nicholls,699,France,Female,43.0,8,0.0,2,0.0,1.0,193650.16,0
1713,122954,15605737,Trevisano,605,France,Male,34.0,9,0.0,1,1.0,1.0,123663.63,0
1714,125059,15728362,Nkemdirim,581,France,Female,38.0,5,0.0,2,0.0,0.0,142914.99,0
1715,158438,15694829,Reeves,590,Spain,Female,23.0,7,0.0,2,1.0,0.0,196789.9,0
1716,141702,15720284,Y?,669,Spain,Female,40.0,7,0.0,2,1.0,0.0,151310.16,0
1717,91014,15635285,Taylor,647,France,Female,47.0,2,0.0,1,1.0,0.0,91055.27,1
1718,123607,15721779,Arnold,668,France,Male,32.0,7,146466.46,2,0.0,0.0,180934.67,0
1719,75576,15611157,Yermolayeva,521,France,Male,33.0,1,0.0,2,1.0,1.0,151887.16,0
1720,81260,15783541,Fiorentino,589,Germany,Female,43.0,9,123845.36,1,1.0,0.0,130500.65,1
1721,122553,15604304,Perry,461,Germany,Female,34.0,4,91680.1,2,0.0,1.0,136603.42,0
1722,47415,15702846,Hsia,730,France,Male,31.0,3,0.0,2,0.0,0.0,187948.54,0
1723,76889,15701166,Chinedum,714,France,Male,40.0,5,0.0,2,1.0,0.0,38761.61,0
1724,77787,15758050,Madukwe,622,Spain,Male,41.0,4,0.0,2,1.0,1.0,4459.5,0
1725,16224,15680804,Aksenov,622,Spain,Female,38.0,1,90218.9,1,1.0,1.0,127977.63,0
1726,27852,15732372,Pethard,768,France,Male,33.0,0,0.0,2,0.0,1.0,159629.64,0
1727,23938,15771477,Arnold,664,France,Male,38.0,5,149405.18,1,0.0,1.0,166468.21,0
1728,17894,15636624,Nwabugwu,667,Spain,Female,40.0,5,148571.07,1,1.0,1.0,169894.4,0
1729,70571,15592773,Davide,651,France,Female,56.0,3,115895.42,1,1.0,0.0,4176.17,1
1730,33380,15569666,Okechukwu,535,France,Male,39.0,6,0.0,2,0.0,1.0,156425.57,0
1731,122493,15623196,Morley,639,France,Male,36.0,10,129255.2,2,0.0,1.0,97825.23,0
1732,53100,15640258,O'Brien,678,France,Female,26.0,3,153313.66,1,1.0,1.0,35640.12,0
1733,71617,15665858,Trevisano,691,France,Male,39.0,5,0.0,1,1.0,1.0,114092.53,0
1734,54725,15759133,Vaguine,722,France,Female,62.0,2,0.0,2,1.0,1.0,27308.58,0
1735,37637,15670602,Zikoranachidimma,584,Germany,Male,40.0,0,92899.15,3,1.0,0.0,127629.26,1
1736,104959,15773934,Belousov,705,France,Male,38.0,4,189443.72,1,0.0,1.0,106648.58,0
1737,110357,15589572,Manna,565,France,Female,34.0,8,0.0,2,1.0,0.0,85470.45,0
1738,132050,15625919,Calabrese,671,Spain,Female,28.0,9,122525.28,1,1.0,0.0,119333.22,0
1739,62873,15699797,Santana,737,France,Male,30.0,7,174356.13,1,0.0,0.0,31928.5,0
1740,19553,15592387,Burke,566,France,Male,30.0,5,0.0,2,1.0,0.0,54926.51,0
1741,128288,15726032,Kirk,727,France,Male,31.0,9,143321.97,1,1.0,1.0,67611.36,0
1742,42702,15659420,T'ao,679,Germany,Female,40.0,6,141762.94,2,1.0,1.0,160162.32,0
1743,100963,15753895,Lucchesi,706,France,Male,36.0,2,0.0,2,1.0,1.0,79919.28,0
1744,97443,15777067,Liao,652,France,Female,24.0,8,0.0,2,1.0,1.0,161889.16,0
1745,35161,15732774,Ts'ai,590,France,Male,36.0,6,0.0,2,1.0,0.0,48378.4,0
1746,116432,15597913,Uspenskaya,682,France,Male,32.0,5,0.0,2,1.0,1.0,152295.57,0
1747,25779,15792473,Obidimkpa,621,France,Female,48.0,1,0.0,1,1.0,0.0,105986.01,1
1748,114102,15669664,Biryukova,590,France,Male,39.0,9,0.0,1,1.0,0.0,179227.36,0
1749,150387,15734312,Gartrell,748,Spain,Male,31.0,9,132867.34,1,0.0,1.0,76767.99,0
1750,88994,15640377,Goloubev,621,France,Female,26.0,0,0.0,2,0.0,0.0,166495.2,0
1751,54405,15724223,Onyeoruru,686,France,Female,40.0,8,0.0,2,1.0,1.0,153680.19,0
1752,40746,15812040,Lorenzo,594,France,Male,36.0,9,153880.15,1,0.0,1.0,135431.72,0
1753,28657,15598510,Nkemakonam,659,Spain,Male,32.0,3,124483.53,1,1.0,0.0,164908.11,0
1754,122339,15782390,Hs?,653,Germany,Female,44.0,4,155973.88,2,1.0,0.0,88695.19,0
1755,127164,15701932,Millar,678,France,Female,52.0,8,140900.97,1,1.0,1.0,67288.89,0
1756,160947,15694829,Shao,708,Spain,Female,36.0,2,0.0,1,0.0,0.0,58961.49,0
1757,65178,15715510,Chukwuraenye,508,Spain,Male,48.0,6,0.0,1,1.0,1.0,134600.72,1
1758,91378,15777892,T'ien,735,France,Male,49.0,1,0.0,2,1.0,1.0,72985.59,0
1759,35550,15676571,Ritchie,683,France,Male,34.0,2,0.0,1,0.0,1.0,109057.56,0
1760,98094,15793679,Tien,651,France,Female,41.0,4,0.0,2,0.0,0.0,100722.72,0
1761,107845,15789955,Lai,694,Germany,Female,26.0,3,145888.76,2,1.0,1.0,168822.64,0
1762,43062,15621457,Brown,705,France,Male,28.0,3,0.0,2,1.0,0.0,187905.1,0
1763,125329,15690743,Onyemere,547,Germany,Female,43.0,4,134066.1,1,1.0,0.0,139431.0,1
1764,100299,15601787,Greco,641,Germany,Male,36.0,9,103711.56,2,0.0,1.0,192464.21,0
1765,54804,15803689,Begley,624,Spain,Female,52.0,4,145222.99,1,0.0,1.0,145157.97,0
1766,483,15567832,Shih,550,France,Female,40.0,7,0.0,2,1.0,0.0,54018.93,0
1767,74969,15743456,Akobundu,845,France,Male,31.0,1,0.0,2,0.0,1.0,82709.8,0
1768,158132,15612893,Nelson,629,France,Male,40.0,8,0.0,1,1.0,0.0,131807.14,0
1769,68850,15628583,Iweobiegbunam,682,France,Female,30.0,5,110822.9,1,0.0,0.0,70916.0,0
1770,4580,15775231,Chibueze,730,France,Female,48.0,3,118994.97,2,1.0,1.0,63470.58,0
1771,61387,15635285,Taylor,647,France,Female,28.0,8,0.0,2,1.0,1.0,91055.27,0
1772,68982,15600173,Manna,595,Spain,Female,33.0,9,141573.55,1,0.0,1.0,41447.86,0
1773,103209,15691840,Chibuzo,711,France,Male,44.0,6,0.0,2,1.0,0.0,40223.61,0
1774,105295,15711181,Endrizzi,841,France,Female,31.0,3,0.0,2,1.0,1.0,126794.56,0
1775,74524,15646088,Clements,756,Germany,Male,40.0,7,153690.61,1,0.0,1.0,130668.37,0
1776,132194,15724834,Wilson,498,France,Female,30.0,1,0.0,1,0.0,0.0,135795.53,0
1777,44059,15656825,T'ien,619,France,Male,31.0,9,0.0,2,1.0,0.0,86022.66,0
1778,155962,15722532,Ts'ui,588,France,Female,44.0,3,0.0,1,1.0,0.0,142783.98,1
1779,81104,15611189,Yegorova,676,France,Male,37.0,9,0.0,2,1.0,0.0,100995.52,0
1780,37620,15687959,Lai,660,France,Female,49.0,3,0.0,2,1.0,1.0,96929.24,0
1781,60715,15630466,Maclean,629,France,Female,45.0,1,0.0,1,0.0,1.0,125110.02,1
1782,154251,15697201,Fiorentini,680,France,Male,35.0,4,0.0,2,1.0,1.0,95686.6,0
1783,131054,15797919,Genovese,673,France,Male,44.0,6,0.0,3,0.0,0.0,161802.82,1
1784,163433,15579863,P'eng,667,France,Male,40.0,5,0.0,2,0.0,1.0,123517.43,0
1785,154276,15769783,Smith,639,France,Male,49.0,8,0.0,1,1.0,1.0,82870.75,0
1786,117322,15725028,Kent,605,France,Male,58.0,9,0.0,2,1.0,1.0,33326.71,0
1787,68319,15631603,Hill,663,France,Male,36.0,8,121240.76,1,1.0,1.0,166472.81,0
1788,102552,15612494,Obialo,667,Spain,Male,37.0,9,0.0,2,0.0,1.0,159334.74,0
1789,152587,15581533,T'ao,769,France,Female,43.0,8,0.0,1,1.0,0.0,53512.16,1
1790,155230,15667554,Cameron,597,France,Male,35.0,6,0.0,2,1.0,1.0,45206.57,0
1791,107060,15640580,Obiora,613,France,Female,47.0,9,144962.74,1,1.0,1.0,58965.04,0
1792,156589,15575243,Gorbunova,607,France,Female,39.0,0,129068.54,1,1.0,1.0,187905.12,0
1793,140378,15671299,Dickson,716,Spain,Male,41.0,4,0.0,2,0.0,1.0,141364.62,0
1794,159925,15628007,Tsao,539,Germany,Male,27.0,8,111501.66,2,0.0,1.0,174975.02,0
1795,139541,15642994,Ch'ang,739,Spain,Male,38.0,10,0.0,2,0.0,1.0,10059.06,0
1796,77039,15571604,Udinese,721,France,Male,32.0,8,0.0,2,1.0,1.0,9087.7,0
1797,104302,15633608,Chidiebere,776,France,Female,32.0,5,0.0,2,0.0,0.0,171429.98,0
1798,30055,15591135,White,724,France,Male,38.0,1,0.0,2,1.0,1.0,88890.05,0
1799,142727,15654074,Hargreaves,681,Germany,Female,41.0,2,107949.72,1,1.0,0.0,137791.47,1
1800,80670,15747288,Ejimofor,699,Germany,Male,38.0,7,160541.08,2,1.0,1.0,142418.14,0
1801,131004,15605130,Seccombe,597,France,Male,32.0,6,177729.13,1,1.0,1.0,161642.08,0
1802,48609,15699340,Okorie,680,Germany,Male,37.0,4,115101.5,2,1.0,0.0,61240.87,0
1803,54078,15578096,Nkemakolam,627,Spain,Female,36.0,7,0.0,2,1.0,1.0,165576.3,0
1804,107127,15768282,Nnaife,724,France,Male,46.0,1,0.0,1,1.0,0.0,77830.36,1
1805,18225,15618213,Nnanna,682,France,Female,32.0,7,85757.93,1,1.0,1.0,95481.0,0
1806,122366,15742028,T'ang,637,Spain,Female,33.0,9,0.0,2,0.0,1.0,144517.17,0
1807,122936,15665532,Chiang,597,France,Female,37.0,6,153340.68,1,1.0,1.0,140931.99,0
1808,122627,15752047,Moss,567,France,Female,31.0,2,0.0,1,1.0,0.0,121883.87,0
1809,2445,15652069,Calabrese,538,France,Male,29.0,5,0.0,1,0.0,1.0,141860.62,0
1810,145923,15677796,Nnonso,673,Spain,Male,34.0,2,0.0,2,0.0,0.0,172363.41,0
1811,30206,15652030,Chiang,638,Spain,Female,37.0,3,0.0,1,1.0,0.0,16081.62,0
1812,70493,15603046,Henty,653,France,Male,36.0,7,108004.64,1,0.0,1.0,72757.25,0
1813,102827,15624293,Fanucci,577,Spain,Male,37.0,1,0.0,2,1.0,0.0,174032.0,0
1814,34136,15664351,Frolova,659,Germany,Female,38.0,8,104508.1,2,1.0,1.0,72334.84,0
1815,5792,15806941,Myers,686,France,Female,32.0,0,0.0,2,1.0,0.0,172049.84,0
1816,304,15739803,Lucciano,686,Spain,Male,34.0,2,0.0,2,1.0,0.0,127569.8,0
1817,133356,15576085,Nkemakonam,805,Germany,Male,31.0,4,141482.81,2,1.0,0.0,118049.1,0
1818,131742,15800514,Kirillova,477,France,Female,45.0,2,0.0,2,0.0,0.0,162699.7,0
1819,46993,15625141,Tien,717,Spain,Female,31.0,8,0.0,2,0.0,0.0,117031.2,0
1820,159840,15752846,Pinto,693,France,Male,28.0,8,0.0,2,1.0,1.0,22666.77,0
1821,42478,15673074,Obidimkpa,678,Germany,Female,30.0,2,126663.51,1,1.0,1.0,162267.91,0
1822,146683,15748649,Frewin,612,France,Female,43.0,4,133806.54,2,1.0,0.0,62700.08,0
1823,100851,15699225,Hs?,730,France,Female,42.0,7,0.0,2,0.0,1.0,129964.09,0
1824,25738,15642530,Mistry,619,France,Female,36.0,7,0.0,2,1.0,1.0,108876.75,0
1825,33778,15766044,Kao,714,Germany,Male,50.0,3,125831.43,3,1.0,0.0,158527.24,1
1826,126263,15576085,Ch'iu,526,Germany,Female,30.0,6,141749.68,2,0.0,1.0,167784.28,0
1827,154546,15781877,Chukwudi,652,France,Female,31.0,8,130170.08,1,0.0,1.0,178291.63,0
1828,26266,15600575,Gentry,710,France,Male,24.0,5,0.0,2,1.0,1.0,25951.91,0
1829,106787,15660200,Mai,489,France,Male,31.0,1,0.0,2,1.0,1.0,185105.44,0
1830,67564,15613886,Hsing,737,France,Female,34.0,8,79364.6,1,0.0,0.0,121761.9,0
1831,109334,15752388,Kao,678,Spain,Female,35.0,7,0.0,1,1.0,0.0,78310.04,0
1832,154572,15684010,Tuan,710,Germany,Female,74.0,8,116800.25,1,1.0,1.0,34130.43,0
1833,52029,15803202,Onyekachi,350,France,Male,33.0,10,0.0,1,1.0,0.0,125823.79,0
1834,41491,15772421,Genovesi,582,France,Female,50.0,3,0.0,2,1.0,0.0,123982.14,0
1835,53523,15656176,Gardner,806,France,Female,39.0,6,0.0,1,1.0,0.0,47847.19,0
1836,164783,15718773,Ewen,586,Germany,Male,48.0,7,108731.98,1,1.0,0.0,72350.67,1
1837,48115,15772986,Chizuoke,482,Spain,Male,37.0,8,0.0,2,1.0,1.0,86099.13,0
1838,54147,15691910,Hsiung,613,France,Male,34.0,10,0.0,2,0.0,1.0,175843.68,0
1839,45476,15627305,Pan,683,France,Male,35.0,7,0.0,1,1.0,0.0,106837.06,0
1840,7407,15654519,Chia,648,Germany,Male,34.0,7,72945.34,1,1.0,0.0,823.36,0
1841,78155,15767391,Hsing,528,France,Male,25.0,2,88594.14,1,0.0,1.0,175314.87,0
1842,71715,15739046,Lo,683,Spain,Male,50.0,4,144430.74,1,1.0,0.0,121204.64,1
1843,13726,15700325,Onyeoruru,644,France,Female,24.0,8,92760.55,1,1.0,0.0,35896.75,0
1844,33109,15752855,Lucchese,683,Spain,Male,45.0,0,0.0,1,1.0,0.0,175123.09,1
1845,20925,15695865,Frolov,483,France,Female,49.0,1,0.0,2,1.0,1.0,68841.42,0
1846,5308,15578375,Farrell,675,France,Male,39.0,9,0.0,2,0.0,0.0,134441.6,0
1847,27879,15657105,Chukwualuka,726,Spain,Male,36.0,5,0.0,1,1.0,0.0,195192.4,0
1848,60422,15751531,Lucchesi,637,France,Female,32.0,7,0.0,2,1.0,0.0,151169.93,0
1849,159641,15765258,P'eng,675,France,Male,33.0,6,0.0,2,0.0,0.0,142913.93,0
1850,11200,15589725,Hsia,714,Germany,Female,21.0,1,141806.09,1,0.0,1.0,172031.22,0
1851,144526,15775203,Dubinina,731,France,Male,48.0,10,138553.57,1,1.0,0.0,135851.3,1
1852,3143,15721787,Lu,824,Spain,Male,48.0,7,0.0,2,1.0,0.0,86732.49,0
1853,94354,15584364,Chukwufumnanya,734,Germany,Male,39.0,1,133636.94,3,0.0,1.0,172749.0,1
1854,85882,15778192,Lira,729,France,Female,28.0,9,0.0,2,0.0,0.0,180844.47,0
1855,161379,15748854,Sung,809,Germany,Female,28.0,5,91938.31,1,1.0,0.0,143481.85,0
1856,17075,15796074,Lucciano,678,France,Male,55.0,7,0.0,2,1.0,0.0,93901.61,0
1857,138357,15696674,Sung,586,Spain,Female,37.0,8,0.0,2,1.0,0.0,59207.41,0
1858,134003,15694879,Chikezie,510,France,Female,30.0,6,96947.58,1,1.0,1.0,131772.51,0
1859,151168,15724444,Nkemakolam,649,France,Male,41.0,3,85328.4,1,0.0,1.0,151843.98,0
1860,19800,15764294,Maclean,850,Spain,Male,29.0,10,0.0,2,1.0,1.0,141796.73,0
1861,102451,15668971,Ch'eng,545,Germany,Male,49.0,2,73054.37,2,1.0,0.0,137037.97,0
1862,45107,15637385,Hsia,663,France,Male,35.0,5,0.0,2,0.0,1.0,151623.71,0
1863,100323,15576714,Moore,545,France,Female,46.0,5,0.0,1,1.0,1.0,137565.76,1
1864,59123,15725302,Kao,684,Germany,Male,29.0,3,129964.67,1,1.0,0.0,102628.57,0
1865,83015,15716518,Yuryeva,617,France,Female,28.0,4,0.0,2,1.0,0.0,190269.21,0
1866,97183,15647782,Zikoranachidimma,678,France,Male,41.0,2,0.0,1,1.0,1.0,13228.93,0
1867,49027,15585067,Dominguez,593,Spain,Female,33.0,8,0.0,1,0.0,0.0,88866.73,0
1868,55086,15711446,Zuyeva,644,Germany,Female,58.0,8,147527.03,1,1.0,1.0,58601.61,1
1869,32337,15809909,Hsia,590,Germany,Female,25.0,7,99141.86,1,1.0,1.0,92357.21,0
1870,47225,15680430,Foster,601,France,Female,46.0,4,96252.98,2,1.0,0.0,104263.82,0
1871,9062,15635141,Miller,642,Germany,Male,59.0,9,118210.42,2,0.0,1.0,81514.06,0
1872,53383,15783882,Daly,771,France,Female,41.0,5,0.0,2,0.0,1.0,92914.67,0
1873,51779,15691823,McIntosh,651,France,Female,32.0,3,0.0,1,1.0,1.0,167749.84,0
1874,105018,15707551,Kao,633,Spain,Male,46.0,2,0.0,1,1.0,1.0,142730.96,0
1875,32329,15655961,Young,703,Spain,Male,29.0,2,0.0,2,0.0,0.0,171762.87,0
1876,100644,15720508,Yefremova,613,France,Male,45.0,8,133837.08,1,1.0,1.0,66563.97,0
1877,157200,15684955,Yobanna,684,France,Female,34.0,2,0.0,2,1.0,1.0,823.35,0
1878,94040,15771536,Scott,696,France,Female,28.0,4,0.0,2,1.0,1.0,140800.66,0
1879,141241,15698872,Lu,516,France,Female,35.0,2,103821.45,1,1.0,1.0,172576.54,0
1880,90256,15594408,Milanesi,633,Germany,Female,51.0,3,102773.2,2,1.0,1.0,113048.79,0
1881,80021,15782364,Bevan,521,France,Female,39.0,3,146408.68,2,0.0,0.0,72993.65,0
1882,11238,15706199,Williamson,636,France,Male,34.0,5,0.0,2,0.0,1.0,182059.28,0
1883,92096,15592707,McLean,584,France,Female,25.0,5,0.0,2,1.0,1.0,95551.22,0
1884,62940,15761455,Ch'ang,662,Spain,Female,33.0,4,120962.89,1,1.0,0.0,90876.84,0
1885,78080,15639277,Uspenskaya,689,Spain,Female,39.0,8,0.0,2,1.0,0.0,66795.78,0
1886,162038,15611318,Schneider,543,Spain,Male,31.0,8,149989.39,1,1.0,0.0,42330.58,0
1887,59148,15792720,Martinez,470,France,Female,45.0,9,127974.06,1,0.0,0.0,183259.35,1
1888,143555,15605059,Lucciano,632,Spain,Male,35.0,3,0.0,2,1.0,0.0,112366.98,0
1889,25006,15673929,Nkemdirim,635,Spain,Female,48.0,1,0.0,1,1.0,0.0,176883.42,1
1890,103800,15744919,Genovese,734,Spain,Female,37.0,0,0.0,2,0.0,1.0,48990.5,0
1891,102363,15606472,Onyemauchechukwu,633,France,Male,34.0,6,0.0,2,1.0,0.0,147964.99,0
1892,113372,15794931,Palermo,704,Spain,Female,41.0,1,0.0,2,1.0,0.0,176768.34,0
1893,153389,15806918,Nwankwo,649,Germany,Male,39.0,2,97445.24,1,1.0,0.0,161254.39,0
1894,112448,15683363,Ts'ai,715,France,Male,47.0,6,0.0,1,1.0,0.0,172524.51,1
1895,26307,15702801,Nebechukwu,570,Spain,Male,45.0,7,0.0,2,0.0,0.0,131043.9,0
1896,26215,15777553,Hanson,659,France,Female,39.0,9,123785.24,1,1.0,0.0,99504.03,0
1897,99557,15586069,Abernathy,560,France,Female,30.0,0,108883.29,1,0.0,0.0,27914.95,0
1898,80659,15772997,Udokamma,731,Germany,Male,48.0,8,115569.31,1,1.0,1.0,104889.3,0
1899,119044,15799357,Chukwuemeka,662,Spain,Female,29.0,7,0.0,1,1.0,0.0,16966.2,0
1900,55825,15622305,Young,514,Spain,Female,39.0,1,0.0,2,1.0,0.0,95551.22,0
1901,74786,15569878,Chidumaga,712,Germany,Female,45.0,7,98495.72,1,0.0,1.0,141031.08,1
1902,114476,15625395,Wallace,686,France,Female,34.0,7,108028.08,2,1.0,1.0,185599.34,0
